date,temperature_max,temperature_min,temperature_mean,precipitation,rain,snowfall,city
2021-02-01,13.6,8.5,10.4,5.0,5.0,0.0,AIX-EN-PROVENCE
2021-02-02,15.4,5.4,10.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-03,15.6,7.0,11.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-04,15.4,6.5,10.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-05,15.6,9.7,12.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-06,15.2,10.3,12.0,0.5,0.5,0.0,AIX-EN-PROVENCE
2021-02-07,11.2,4.5,8.9,15.9,15.9,0.0,AIX-EN-PROVENCE
2021-02-08,11.3,2.2,6.9,6.0,6.0,0.0,AIX-EN-PROVENCE
2021-02-09,12.2,5.9,8.7,2.1,2.1,0.0,AIX-EN-PROVENCE
2021-02-10,13.2,5.5,9.3,2.1,2.1,0.0,AIX-EN-PROVENCE
2021-02-11,11.4,2.9,6.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-12,12.8,2.5,7.9,5.9,5.9,0.0,AIX-EN-PROVENCE
2021-02-13,9.3,0.7,6.0,2.1,2.1,0.0,AIX-EN-PROVENCE
2021-02-14,7.2,1.9,4.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-15,9.4,0.3,5.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-16,11.1,5.8,8.3,0.6,0.6,0.0,AIX-EN-PROVENCE
2021-02-17,15.2,5.5,9.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-18,13.2,5.1,9.0,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-02-19,14.2,8.5,10.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-20,16.5,7.5,11.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-21,15.4,9.0,11.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-22,13.8,10.8,12.1,9.1,9.1,0.0,AIX-EN-PROVENCE
2021-02-23,17.8,8.4,12.8,2.6,2.6,0.0,AIX-EN-PROVENCE
2021-02-24,18.7,5.7,11.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-25,17.0,5.4,9.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-26,18.5,4.4,10.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-02-27,14.3,5.9,9.5,7.9,7.9,0.0,AIX-EN-PROVENCE
2021-02-28,17.8,7.1,10.9,3.7,3.7,0.0,AIX-EN-PROVENCE
2021-03-01,17.1,4.8,10.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-02,17.1,4.3,10.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-03,16.5,4.6,9.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-04,14.3,4.3,9.1,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-03-05,16.4,6.9,10.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-06,14.9,5.9,10.0,10.8,10.8,0.0,AIX-EN-PROVENCE
2021-03-07,14.6,6.7,10.1,0.3,0.3,0.0,AIX-EN-PROVENCE
2021-03-08,15.3,4.8,9.6,0.8,0.8,0.0,AIX-EN-PROVENCE
2021-03-09,14.3,5.4,8.8,0.9,0.9,0.0,AIX-EN-PROVENCE
2021-03-10,14.8,1.4,7.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-11,15.5,6.0,10.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-12,14.7,7.1,11.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-13,14.8,4.0,9.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-14,12.0,6.8,9.0,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-03-15,14.0,3.5,8.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-16,12.7,4.9,8.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-17,13.4,5.4,8.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-18,11.8,3.6,7.2,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-03-19,8.3,2.6,4.9,11.3,10.8,0.35,AIX-EN-PROVENCE
2021-03-20,11.6,-1.4,5.3,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-03-21,13.9,-0.9,6.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-22,15.2,1.1,7.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-23,17.4,3.6,9.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-24,18.3,2.1,9.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-25,19.6,3.6,11.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-26,17.4,6.7,12.0,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-03-27,17.4,6.8,12.7,0.4,0.4,0.0,AIX-EN-PROVENCE
2021-03-28,18.4,4.3,11.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-29,21.1,6.7,13.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-30,22.5,7.4,14.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-03-31,22.5,8.1,14.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-01,21.9,7.4,15.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-02,23.2,7.7,15.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-03,22.6,7.2,14.8,3.6,3.6,0.0,AIX-EN-PROVENCE
2021-04-04,18.7,9.0,13.6,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-04-05,20.7,6.6,13.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-06,12.4,4.1,8.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-07,12.5,1.6,6.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-08,15.2,0.7,8.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-09,16.1,4.6,10.7,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-04-10,14.8,9.0,11.3,10.8,10.8,0.0,AIX-EN-PROVENCE
2021-04-11,17.7,7.6,12.4,7.4,7.4,0.0,AIX-EN-PROVENCE
2021-04-12,13.1,4.2,8.4,8.3,8.3,0.0,AIX-EN-PROVENCE
2021-04-13,17.0,3.8,9.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-14,16.5,4.6,10.5,0.4,0.4,0.0,AIX-EN-PROVENCE
2021-04-15,15.8,3.5,9.8,0.6,0.6,0.0,AIX-EN-PROVENCE
2021-04-16,14.2,3.7,8.7,1.3,1.3,0.0,AIX-EN-PROVENCE
2021-04-17,9.6,4.9,7.2,14.0,14.0,0.0,AIX-EN-PROVENCE
2021-04-18,16.6,3.5,10.2,0.5,0.5,0.0,AIX-EN-PROVENCE
2021-04-19,16.5,3.3,10.3,0.6,0.6,0.0,AIX-EN-PROVENCE
2021-04-20,18.3,4.7,11.8,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-04-21,16.5,8.9,11.8,2.0,2.0,0.0,AIX-EN-PROVENCE
2021-04-22,20.0,7.0,12.7,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-04-23,21.6,7.3,14.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-24,22.7,9.4,15.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-25,22.7,9.0,15.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-04-26,23.4,11.7,15.9,1.9,1.9,0.0,AIX-EN-PROVENCE
2021-04-27,20.4,11.3,15.1,0.3,0.3,0.0,AIX-EN-PROVENCE
2021-04-28,16.1,12.0,13.5,5.9,5.9,0.0,AIX-EN-PROVENCE
2021-04-29,18.1,11.0,13.9,23.3,23.3,0.0,AIX-EN-PROVENCE
2021-04-30,16.8,11.5,14.0,16.0,16.0,0.0,AIX-EN-PROVENCE
2021-05-01,14.4,7.7,11.8,34.3,34.3,0.0,AIX-EN-PROVENCE
2021-05-02,16.4,7.1,11.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-03,18.2,4.3,11.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-04,18.6,6.2,12.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-05,19.9,9.9,14.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-06,20.1,7.2,13.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-07,21.1,11.4,16.2,0.6,0.6,0.0,AIX-EN-PROVENCE
2021-05-08,23.3,9.2,16.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-09,24.0,13.8,18.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-10,17.6,14.4,15.7,23.3,23.3,0.0,AIX-EN-PROVENCE
2021-05-11,17.0,11.8,14.4,11.8,11.8,0.0,AIX-EN-PROVENCE
2021-05-12,18.3,8.5,13.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-13,18.3,9.6,13.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-14,18.3,10.1,14.1,1.6,1.6,0.0,AIX-EN-PROVENCE
2021-05-15,16.1,8.6,13.1,0.9,0.9,0.0,AIX-EN-PROVENCE
2021-05-16,17.3,11.5,14.5,5.2,5.2,0.0,AIX-EN-PROVENCE
2021-05-17,19.5,8.8,14.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-18,19.1,9.3,13.8,0.5,0.5,0.0,AIX-EN-PROVENCE
2021-05-19,18.9,9.8,14.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-20,21.9,9.6,15.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-21,20.5,10.8,15.7,3.1,3.1,0.0,AIX-EN-PROVENCE
2021-05-22,19.9,13.3,16.2,1.2,1.2,0.0,AIX-EN-PROVENCE
2021-05-23,21.6,11.3,16.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-24,18.5,12.2,15.3,4.2,4.2,0.0,AIX-EN-PROVENCE
2021-05-25,20.1,10.1,15.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-26,22.9,9.0,16.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-27,26.6,10.4,18.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-28,24.9,11.7,18.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-29,27.7,13.3,21.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-05-30,24.9,14.7,20.0,0.3,0.3,0.0,AIX-EN-PROVENCE
2021-05-31,24.9,15.3,19.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-01,26.2,14.5,20.1,5.4,5.4,0.0,AIX-EN-PROVENCE
2021-06-02,24.0,14.7,19.1,1.8,1.8,0.0,AIX-EN-PROVENCE
2021-06-03,26.9,15.5,20.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-04,28.2,14.6,21.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-05,27.5,16.2,21.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-06,26.5,14.7,20.9,0.5,0.5,0.0,AIX-EN-PROVENCE
2021-06-07,26.3,14.1,21.1,0.6,0.6,0.0,AIX-EN-PROVENCE
2021-06-08,28.4,16.1,22.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-09,29.5,16.0,23.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-10,30.8,16.9,23.9,2.9,2.9,0.0,AIX-EN-PROVENCE
2021-06-11,30.8,18.3,24.8,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-06-12,30.0,18.0,24.6,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-06-13,34.9,17.8,27.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-14,32.1,20.0,26.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-15,31.1,20.0,25.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-16,31.9,19.6,25.8,1.0,1.0,0.0,AIX-EN-PROVENCE
2021-06-17,32.5,21.3,26.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-18,32.0,21.3,26.2,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-06-19,35.0,20.9,26.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-20,32.1,20.9,26.0,0.7,0.7,0.0,AIX-EN-PROVENCE
2021-06-21,28.9,19.0,23.7,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-06-22,28.3,18.8,23.4,2.8,2.8,0.0,AIX-EN-PROVENCE
2021-06-23,28.9,16.8,23.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-24,25.8,17.6,22.0,0.4,0.4,0.0,AIX-EN-PROVENCE
2021-06-25,28.0,14.5,21.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-26,30.7,15.0,23.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-27,31.1,18.2,25.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-28,30.3,18.0,24.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-29,28.3,17.0,22.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-06-30,27.3,15.9,22.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-01,30.6,16.7,24.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-02,32.7,18.4,25.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-03,31.1,20.5,25.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-04,25.8,20.0,22.3,6.8,6.8,0.0,AIX-EN-PROVENCE
2021-07-05,30.6,18.0,24.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-06,30.9,19.7,24.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-07,30.0,19.7,24.2,0.5,0.5,0.0,AIX-EN-PROVENCE
2021-07-08,26.7,17.9,22.5,0.3,0.3,0.0,AIX-EN-PROVENCE
2021-07-09,28.5,16.0,22.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-10,30.8,16.1,23.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-11,31.8,17.8,24.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-12,32.7,19.1,25.2,1.1,1.1,0.0,AIX-EN-PROVENCE
2021-07-13,24.3,15.0,19.4,1.6,1.6,0.0,AIX-EN-PROVENCE
2021-07-14,26.6,13.9,20.0,0.3,0.3,0.0,AIX-EN-PROVENCE
2021-07-15,27.1,16.9,21.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-16,28.5,18.0,22.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-17,31.7,16.9,24.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-18,34.6,20.0,27.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-19,33.9,22.9,28.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-20,33.6,21.0,27.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-21,34.3,21.2,27.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-22,33.7,21.2,27.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-23,33.5,21.2,27.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-24,33.6,22.0,27.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-25,33.2,22.0,27.2,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-07-26,31.5,20.1,26.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-27,30.4,20.9,25.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-28,30.5,19.0,25.2,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-07-29,33.6,20.5,26.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-07-30,30.7,20.2,24.9,0.9,0.9,0.0,AIX-EN-PROVENCE
2021-07-31,31.9,20.1,25.4,0.8,0.8,0.0,AIX-EN-PROVENCE
2021-08-01,26.4,15.9,21.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-02,27.7,15.8,22.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-03,29.8,16.4,22.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-04,20.6,17.3,19.6,13.4,13.4,0.0,AIX-EN-PROVENCE
2021-08-05,26.5,15.8,20.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-06,28.6,18.2,22.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-07,29.7,17.1,22.7,7.4,7.4,0.0,AIX-EN-PROVENCE
2021-08-08,26.4,15.4,21.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-09,32.3,15.6,23.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-10,32.4,19.4,25.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-11,36.0,19.7,27.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-12,35.2,21.2,27.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-13,38.5,22.1,29.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-14,37.5,23.2,29.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-15,36.3,20.9,28.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-16,30.2,21.0,25.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-17,28.8,17.7,22.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-18,30.3,15.4,22.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-19,31.0,16.1,23.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-20,32.0,18.2,24.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-21,29.9,16.9,23.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-22,33.3,20.6,26.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-23,29.2,18.6,23.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-24,25.0,17.6,20.4,13.1,13.1,0.0,AIX-EN-PROVENCE
2021-08-25,27.1,17.1,22.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-26,29.3,16.5,23.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-27,26.0,16.6,20.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-28,27.5,13.6,20.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-29,27.1,14.0,20.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-30,26.8,12.7,20.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-08-31,27.7,12.6,20.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-01,28.9,15.1,21.5,0.3,0.3,0.0,AIX-EN-PROVENCE
2021-09-02,28.7,18.5,22.7,1.6,1.6,0.0,AIX-EN-PROVENCE
2021-09-03,26.0,17.6,20.3,17.7,17.7,0.0,AIX-EN-PROVENCE
2021-09-04,27.4,15.9,21.2,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-09-05,29.0,16.7,22.3,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-09-06,29.0,18.0,22.8,0.9,0.9,0.0,AIX-EN-PROVENCE
2021-09-07,29.4,16.8,22.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-08,30.5,17.8,23.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-09,28.9,20.8,24.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-10,24.2,17.8,21.2,0.4,0.4,0.0,AIX-EN-PROVENCE
2021-09-11,28.8,15.1,22.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-12,29.4,15.2,21.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-13,27.9,15.8,21.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-14,27.2,19.0,22.3,0.4,0.4,0.0,AIX-EN-PROVENCE
2021-09-15,28.5,19.5,21.8,28.5,28.5,0.0,AIX-EN-PROVENCE
2021-09-16,22.9,17.9,19.8,23.4,23.4,0.0,AIX-EN-PROVENCE
2021-09-17,25.2,16.8,20.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-18,25.4,16.1,20.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-19,21.1,13.5,17.3,4.6,4.6,0.0,AIX-EN-PROVENCE
2021-09-20,21.4,13.9,17.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-21,24.5,11.1,17.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-22,25.2,14.1,19.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-23,25.7,14.3,19.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-24,26.5,14.0,20.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-25,27.3,16.9,21.3,12.4,12.4,0.0,AIX-EN-PROVENCE
2021-09-26,25.1,16.0,20.0,29.7,29.7,0.0,AIX-EN-PROVENCE
2021-09-27,24.0,14.8,19.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-28,23.8,13.0,18.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-29,22.9,14.9,18.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-09-30,23.3,11.2,16.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-01,24.7,13.6,18.5,3.0,3.0,0.0,AIX-EN-PROVENCE
2021-10-02,24.0,13.8,18.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-03,23.7,17.6,19.9,4.2,4.2,0.0,AIX-EN-PROVENCE
2021-10-04,19.6,10.9,15.5,55.8,55.8,0.0,AIX-EN-PROVENCE
2021-10-05,17.2,9.2,13.0,2.0,2.0,0.0,AIX-EN-PROVENCE
2021-10-06,16.6,10.1,13.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-07,20.0,9.5,13.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-08,21.9,8.1,14.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-09,20.2,10.1,14.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-10,19.0,9.9,14.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-11,21.1,7.9,13.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-12,19.0,6.8,12.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-13,19.4,6.8,12.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-14,19.9,9.3,14.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-15,19.5,8.0,13.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-16,21.1,8.6,14.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-17,20.5,8.3,13.8,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-18,19.8,7.6,13.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-19,20.6,8.3,14.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-20,19.2,12.8,16.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-21,19.2,11.9,15.5,6.0,6.0,0.0,AIX-EN-PROVENCE
2021-10-22,18.6,7.4,13.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-23,22.1,6.8,13.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-24,22.3,9.3,14.0,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-25,19.8,7.2,13.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-26,19.5,6.7,12.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-27,19.1,8.2,13.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-28,20.8,8.5,14.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-10-29,18.8,11.6,15.1,0.3,0.3,0.0,AIX-EN-PROVENCE
2021-10-30,15.0,13.5,14.2,35.4,35.4,0.0,AIX-EN-PROVENCE
2021-10-31,17.8,13.8,15.3,3.2,3.2,0.0,AIX-EN-PROVENCE
2021-11-01,17.2,9.7,14.1,32.5,32.5,0.0,AIX-EN-PROVENCE
2021-11-02,15.6,7.8,11.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-03,13.7,7.5,11.0,0.8,0.8,0.0,AIX-EN-PROVENCE
2021-11-04,12.7,5.6,8.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-05,14.7,2.6,7.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-06,14.9,2.5,7.1,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-07,15.1,2.0,7.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-08,15.4,5.0,8.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-09,17.4,5.6,10.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-10,17.0,10.6,13.5,20.4,20.4,0.0,AIX-EN-PROVENCE
2021-11-11,19.1,12.1,14.7,2.0,2.0,0.0,AIX-EN-PROVENCE
2021-11-12,18.3,11.0,13.6,2.3,2.3,0.0,AIX-EN-PROVENCE
2021-11-13,17.3,9.2,12.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-14,15.2,5.7,10.2,4.7,4.7,0.0,AIX-EN-PROVENCE
2021-11-15,12.1,7.4,9.7,3.7,3.7,0.0,AIX-EN-PROVENCE
2021-11-16,16.3,5.5,9.9,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-11-17,13.4,4.2,7.5,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-18,15.9,4.4,8.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-19,18.2,5.7,10.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-20,17.0,4.7,9.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-21,11.7,4.4,8.6,1.6,1.6,0.0,AIX-EN-PROVENCE
2021-11-22,14.3,6.5,9.5,0.1,0.1,0.0,AIX-EN-PROVENCE
2021-11-23,16.6,6.3,10.3,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-24,14.4,9.4,11.5,8.2,8.2,0.0,AIX-EN-PROVENCE
2021-11-25,11.6,6.9,9.5,12.0,12.0,0.0,AIX-EN-PROVENCE
2021-11-26,7.7,1.7,5.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-27,9.4,1.3,5.3,4.5,4.4,0.07,AIX-EN-PROVENCE
2021-11-28,7.4,-0.0,3.4,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-29,6.1,0.1,2.7,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-11-30,7.2,-0.6,2.6,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-12-01,9.6,-0.2,5.6,2.3,2.3,0.0,AIX-EN-PROVENCE
2021-12-02,9.3,1.8,4.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-12-03,7.5,0.6,2.9,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-12-04,10.2,3.1,6.8,6.5,6.5,0.0,AIX-EN-PROVENCE
2021-12-05,7.3,0.6,3.4,0.2,0.2,0.0,AIX-EN-PROVENCE
2021-12-06,7.8,1.4,4.2,0.0,0.0,0.0,AIX-EN-PROVENCE
2021-12-07,9.9,1.9,6.1,2.7,2.7,0.0,AIX-EN-PROVENCE
